pondID,treatment,sampleID,dateSampled,D_N,zone,sampleVolume_L,amountSubSampled_mL,subSampleTotal_mL,subSampleExpansionCoef,species,organismCount,length_mm,sex,copepodite
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Nauplii,1,0.11,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Nauplii,1,0.191,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Diacyclops,1,0.548,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Diacyclops,1,0.5644,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Nauplii,1,0.1479,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Acanthocyclops,1,0.5615,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Chydorus,1,0.2628,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Ceriodaphnia,1,0.4556,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Nauplii,1,0.2165,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Eubosmina,1,0.3107,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Chydorus,1,0.1907,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Acanthocyclops,1,0.3425,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Nauplii,1,0.1841,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Ceriodaphnia,1,0.1885,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Ceriodaphnia,1,0.2994,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Chydorus,1,0.2699,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Nauplii,1,0.1888,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Acanthocyclops,1,0.4052,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Nauplii,1,0.254,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Diacyclops,1,0.528,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Bosmina,1,0.1648,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Nauplii,1,0.0993,NA,NA
2,"unenriched, cyprinids and percids",29,8/1/2019,N,IL,4.2,7,250,35.71428571,Nauplii,1,0.1233,NA,NA
